committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,committee_name,entity_type,entity_type_desc,unused_contbr_id,contributor_prefix,contributor_name,recipient_committee_type,recipient_committee_org_type,recipient_committee_designation,contributor_first_name,contributor_middle_name,contributor_last_name,contributor_suffix,contributor_street_1,contributor_street_2,contributor_city,contributor_state,contributor_zip,contributor_employer,contributor_occupation,contributor_id,receipt_type,receipt_type_desc,receipt_type_full,memo_code,memo_code_full,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,donor_committee_name,national_committee_nonfederal_account,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_name,filing_form,link_id,is_individual,memo_text,two_year_transaction_period,schedule_type,increased_limit,sub_id,pdf_url,line_number_label
C00443218,WICKER FOR SENATE,2017,Q3,201710200200357045,11C,,1189470,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-09-30 00:00:00,2500.00,3500.00,,,,,,,,,,,,,,,,,,,,,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2018-01-04 03:42:53.743,2102720171461406579,,,F3,1010320180036112576,f,,2018,SA,,1010320180036112791,http://docquery.fec.gov/cgi-bin/fecimg/?201710200200357045,Contributions From Other Political Committees
C00568162,SCALISE LEADERSHIP FUND,2017,YE,201801319091139810,11C,SA11C.14559,1204290,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,N,"",J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2017-12-15 00:00:00,2000.00,4000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2018-02-16 03:47:58.877,,,,F3X,4013120181503501977,f,,2018,SA,,4021520181504848415,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091139810,Contributions From Other Political Committees
C00434191,HIMES FOR CONGRESS,2017,YE,201801319091304338,11C,C10913295,1205605,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-10-27 00:00:00,3500.00,3500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,O2018,CONVENTION,,2018,A,ADD,ITEMIZED RECEIPTS,2018-02-23 10:37:06.079,,,,F3,4020120181503582118,f,CONVENTION ACCOUNT,2018,SA,,4022220181514578004,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091304338,Contributions From Other Political Committees
C00458315,MORAN FOR KANSAS,2018,Q1,201804180200293140,11C,,1226825,,,,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2018-03-21 00:00:00,2500.00,7500.00,,,,,,,,,,,,,,,,,,,,,,G2022,,GENERAL,2022,A,ADD,ITEMIZED RECEIPTS,2018-05-10 02:49:35.235,,,,F3,1041920180036541032,f,,2018,SA,,2050920181547009923,http://docquery.fec.gov/cgi-bin/fecimg/?201804180200293140,Contributions From Other Political Committees
C00445023,GUTHRIE FOR CONGRESS,2017,Q2,201803079095650461,11C,A8E45236BAB5D40F1B60,1212732,,PAC,POLITICAL ACTION COMMITTEE,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,,,,,,,2017-04-26 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,N,NO CHANGE,ITEMIZED RECEIPTS,2018-03-08 03:41:59.807,,,,F3,4030720181518845476,f,,2018,SA,,4030720181518849530,http://docquery.fec.gov/cgi-bin/fecimg/?201803079095650461,Contributions From Other Political Committees
C00409730,NEW DEMOCRAT COALITION PAC,2018,M3,201803209096649906,11C,C11161584,1215434,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2018-02-05 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2018-03-21 03:42:32.104,,,,F3X,4032020181519043277,f,,2018,SA,,4032020181519124030,http://docquery.fec.gov/cgi-bin/fecimg/?201803209096649906,Contributions From Other Political Committees
C00502294,SWALWELL FOR CONGRESS,2017,Q1,201704159052269351,11C,C11398924,1158093,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,,,,2017-03-09 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041520171398736261,f,,2018,SA,,4042120171400175647,http://docquery.fec.gov/cgi-bin/fecimg/?201704159052269351,Contributions From Other Political Committees
C00497305,YOPAC,2017,MY,201804139108028765,11C,SA11C.5935,1220706,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,"",D,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2017-06-14 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,N,NO CHANGE,ITEMIZED RECEIPTS,2018-04-19 02:58:55.298,,,,F3X,4041320181525848484,f,,2018,SA,,4041820181526092378,http://docquery.fec.gov/cgi-bin/fecimg/?201804139108028765,Contributions From Other Political Committees
C00632596,AUSTIN INNOVATION 2017,2017,Q1,201704089052049795,11C,SA11C.4125,1155553,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,CONTRIBUTION,,,2017-03-24 00:00:00,6000.00,6000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,,,,,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4040820171393658602,f,,2018,SA,,4041020171398435020,http://docquery.fec.gov/cgi-bin/fecimg/?201704089052049795,Contributions From Other Political Committees
C00634287,LONGHORN INNOVATIONS,2017,Q1,201704149052150337,11C,SA11C.4101,1157041,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",J,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,,,CONTRIBUTION,,,2017-03-29 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,,,,,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041420171398577053,f,,2018,SA,,4041420171398722052,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052150337,Contributions From Other Political Committees
C00521948,RODNEY FOR CONGRESS,2017,Q1,201704149052239193,11C,AD03CEBCE9EB74162808,1157704,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-02-03 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041420171398577407,f,,2018,SA,,4041820171398873152,http://docquery.fec.gov/cgi-bin/fecimg/?201704149052239193,Contributions From Other Political Committees
C00500207,FRIENDS OF SUSAN BROOKS,2017,Q1,201704159052248939,11C,A76FE8271EDCD41EE975,1157889,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,CONTRIBUTION,,,2017-03-10 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041520171398736106,f,,2018,SA,,4041820171398876121,http://docquery.fec.gov/cgi-bin/fecimg/?201704159052248939,Contributions From Other Political Committees
C00438697,LATTA FOR CONGRESS,2017,Q1,201704159052274670,11C,A-103356,1158227,,COM,OTHER COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION,H,"",P,,,,,1919 S EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-03-09 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041620171398737694,f,,2018,SA,,4041820171398865071,http://docquery.fec.gov/cgi-bin/fecimg/?201704159052274670,Contributions From Other Political Committees
C00554899,RYAN COSTELLO FOR CONGRESS,2017,Q1,201704159052270213,11C,AFD9CF4346B954979B4C,1158107,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,,,,,,2017-03-10 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2018,,PRIMARY,2018,A,ADD,ITEMIZED RECEIPTS,2017-05-31 12:56:33.511916,,,,F3,4041520171398736271,f,,2018,SA,,4041820171398905227,http://docquery.fec.gov/cgi-bin/fecimg/?201704159052270213,Contributions From Other Political Committees
