doc_id,cleaned_filer_names,member_name,traveler_is_likely_member,state,district,party,year,filing_type,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,dom_or_int,notes
500006933,Joseph Sheehy,"Napolitano, Grace",FALSE,CA,31,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006937,Angela T. Rye,"Cleaver, Emanuel",FALSE,MO,5,D,2012,Original,2012-01-09,2012-01-12,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006938,Joseph Wender,"Markey, Edward J.",FALSE,MA,5,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006939,Bobby Cornett,"Franks, Trent",FALSE,AZ,8,R,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006942,Virgil A. Miller,"Richmond, Cedric L.",FALSE,LA,2,D,2012,Original,2012-01-10,2012-01-13,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006945,Isaac Lanier Avant,"Thompson, Bennie",FALSE,MS,2,D,2012,Original,2012-01-11,2012-01-13,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006946,Benjamin Staub,"Conyers, John",FALSE,MI,13,D,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006947,Megan Spindel Jackson,"Guthrie, Brett",FALSE,KY,2,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006949,Austin Weatherford,"Kinzinger, Adam",FALSE,IL,16,R,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006950,Brooke Ericson,"Stearns, Cliff",FALSE,FL,6,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006951,Joshua Baggett,"Kinzinger, Adam",FALSE,IL,16,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006952,"Evan H. Bergwall, III","Stearns, Cliff",FALSE,FL,6,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006955,Michael Beckerman,"Upton, Fred",FALSE,MI,6,R,2012,Original,2012-01-11,2012-01-13,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006956,Jason Everett,"Conyers, John",FALSE,MI,13,D,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006958,Philip S. Barnett,"Waxman, Henry A.",FALSE,CA,33,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006961,Jacob Oster,"Welch, Peter",FALSE,VT,0,D,2012,Original,2012-01-11,2012-01-13,3,Alliance To Save Energy,"Denver, CO",domestic,NA
500006962,Jocelyn M. Griffin,"Johnson, Henry",FALSE,GA,4,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006964,Joel David Grossman,"Eshoo, Anna",FALSE,CA,16,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006965,Norberto Salinas,"Conyers, John",FALSE,MI,13,D,2012,Original,2012-01-07,2012-01-11,5,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006966,Lee Terry,"Terry, Lee",TRUE,NE,2,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006968,Tiffany McGuffee,"Roe, David P.",FALSE,TN,1,R,2012,Original,2012-01-18,2012-01-20,3,Aspen Institute,"Nashville, TN",domestic,NA
500006969,Aaron Cutler,"Upton, Fred",FALSE,MI,6,R,2012,Original,2012-01-11,2012-01-13,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006970,Terri Glaze,"Eshoo, Anna",FALSE,CA,16,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006984,Eleanor Bastian,"DeGette, Diana",FALSE,CO,1,D,2012,Original,2012-01-11,2012-01-13,3,Alliance To Save Energy,"Denver, CO",domestic,NA
500006987,Greta H. Joynes,"Shimkus, John",FALSE,IL,15,R,2012,Original,2012-01-09,2012-01-13,5,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006989,Lars Hydle,"Towns, Edolphus",FALSE,NY,10,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006990,John Mautz,"Coble, Howard",FALSE,NC,6,R,2012,Original,2012-01-09,2012-01-12,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006991,Gary Andres,"Upton, Fred",FALSE,MI,6,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500006993,Wyatt Stewart,"Cantor, Eric",FALSE,VA,7,R,2012,Original,2012-01-11,2012-01-14,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500006997,Bobby L. Rush,"Rush, Bobby L.",TRUE,IL,1,D,2012,Original,2012-01-07,2012-01-17,11,Cooperative Assistance for Relief Everywhere,"Accra, Ghana; Monorovia, Liberia",international,NA
500007001,Gerald Connolly,"Connolly, Gerald",TRUE,VA,11,D,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007002,James Walkinshaw,"Connolly, Gerald",FALSE,VA,11,D,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007003,John Billings,"Bass, Charles F.",FALSE,NH,2,R,2012,Original,2012-01-11,2012-01-13,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007007,Stephanie Moore,"Conyers, John",FALSE,MI,13,D,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007008,Cliff Stearns,"Stearns, Cliff",TRUE,FL,6,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007012,Billy Long,"Long, Billy",TRUE,MO,7,R,2012,Original,2012-01-08,2012-01-11,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007013,Shawn Chang,"Waxman, Henry A.",FALSE,CA,33,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007014,Jennifer Kane,"Carney, John",FALSE,PA,10,D,2012,Original,2012-01-11,2012-01-13,3,Alliance To Save Energy,"Denver, CO",domestic,"Updated incorrect attribution for this record from the original disclosure txt files on the clerk's website. MemberName was orginally 'Carney, Christopher P.' but should have been 'Carney, John'"
500007015,John Shimkus,"Shimkus, John",TRUE,IL,15,R,2012,Original,2012-01-09,2012-01-13,5,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007016,Charles F. Bass,"Bass, Charles F.",TRUE,NH,2,R,2012,Original,2012-01-11,2012-01-13,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007017,Michael Ryan Clough,"Lofgren, Zoe",FALSE,CA,18,D,2012,Original,2012-01-09,2012-01-11,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007021,Kyle J. Victor,"Matsui, Doris",FALSE,CA,7,D,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007024,Laurent Crenshaw,"Issa, Darrell",FALSE,CA,48,R,2012,Original,2012-01-10,2012-01-13,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007028,Katherine Ott,"Doyle, Michael F.",FALSE,PA,18,D,2012,Original,2012-01-11,2012-01-13,3,Alliance To Save Energy,"Denver, CO",domestic,NA
500007032,David Redl,"Upton, Fred",FALSE,MI,6,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007038,Robert L. Turner,"Turner, Robert L.",TRUE,NY,9,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007045,Bill Flores,"Flores, Bill",TRUE,TX,17,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007046,Sandra Adams,"Adams, Sandy",TRUE,FL,24,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Jerusalem, Israel; Tel Aviv, Israel",international,NA
500007052,Benjamin Branch,"Meeks, Gregory",FALSE,NY,5,D,2012,Original,2012-01-10,2012-01-13,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007053,Neil Fried,"Upton, Fred",FALSE,MI,6,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007057,Reid J. Ribble,"Ribble, Reid J.",TRUE,WI,8,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007058,Cathy McMorris Rodgers,"Rodgers, Cathy",TRUE,WA,5,R,2012,Original,2012-01-07,2012-01-15,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007062,Gregory Berry,"Richardson, Laura",FALSE,CA,37,D,2012,Original,2012-01-11,2012-01-14,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007064,Jennifer Kane,"Carney, John C.",FALSE,DE,0,D,2012,Original,2012-01-11,2012-01-13,3,Alliance To Save Energy,"Denver, CO",domestic,NA
500007084,Dean Thompson,"Roskam, Peter",FALSE,IL,6,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500007085,Lawrence Brady,"Issa, Darrell",FALSE,CA,48,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500007087,David Skillman,"Blumenauer, Earl",FALSE,OR,3,D,2012,Amendment,2012-01-11,2012-01-13,3,Alliance To Save Energy,"Denver, CO",domestic,NA
500007090,Sean McLaughlin,"Smith, Lamar",FALSE,TX,21,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500007091,John Walker,"Carter, John",FALSE,TX,31,R,2012,Original,2012-01-19,2012-01-20,2,Congressional Institute,"Baltimore, MD",domestic,NA
500007092,"Frank W. Cullen, Jr.","Bono Mack, Mary",FALSE,CA,45,R,2012,Original,2012-01-10,2012-01-12,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007097,Joshua M. Saltzman,"Sessions, Pete",FALSE,TX,17,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500007099,Michael Ference,"Cantor, Eric",FALSE,VA,7,R,2012,Original,2012-01-11,2012-01-13,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500007114,Lori Salley,"Graves, Sam",FALSE,MO,6,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500007117,Laura Kent,"Dent, Charles",FALSE,PA,15,R,2012,Original,2012-01-19,2012-01-22,4,Congressional Institute,"Baltimore, MD",domestic,NA
500007133,Brendan Buck,"Boehner, John A.",FALSE,OH,8,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
500007134,Ed Cassidy,"Boehner, John A.",FALSE,OH,8,R,2012,Original,2012-01-19,2012-01-21,3,Congressional Institute,"Baltimore, MD",domestic,NA
