doc_id,cleaned_filer_names,member_name,traveler_is_likely_member,state,district,party,year,filing_type,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,dom_or_int,notes
500025753,Sierra Kelley-Chung,"Horsford, Steven",FALSE,NV,4,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025755,Chloe Hunt,"Casten, Sean",FALSE,IL,6,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025756,Elizabeth Fallon,"Emmer, Tom",FALSE,MN,6,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025757,Michael Cameron,"Rodgers, Cathy",FALSE,WA,5,R,2023,Original,2023-01-04,2023-01-06,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025758,Shana Teehan,"Moore, Barry",FALSE,AL,2,R,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025759,Christina McCauley,"Matsui, Doris",FALSE,CA,7,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025760,Jeremy Marcus,"Matsui, Doris",FALSE,CA,7,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025761,Milla Anderson,"Kuster, Ann",FALSE,NH,2,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025762,Alex Bolton,"Malliotakis, Nicole",FALSE,NY,11,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025763,Brannon Rains,"Rodgers, Cathy",FALSE,WA,5,R,2023,Original,2023-01-04,2023-01-06,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025764,Christopher Hixon,"Jordan, Jim",FALSE,OH,4,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025765,Daniel Dziadon,"Lucas, Frank",FALSE,OK,3,R,2023,Original,2023-01-05,2023-01-08,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025768,Evan Viau,"Rodgers, Cathy",FALSE,WA,5,R,2023,Original,2023-01-05,2023-01-08,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025771,Aaron Groce,"Casten, Sean",FALSE,IL,6,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025772,David Bean,"Bucshon, Larry",FALSE,IN,8,R,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025773,David Straka,"Turner, Michael",FALSE,OH,10,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025774,Deena Tauster,"Garbarino, Andrew",FALSE,NY,2,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025775,Emily Hebein,"Latta, Robert",FALSE,OH,5,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025776,James Johnson,"Pallone, Frank",FALSE,NJ,6,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025777,Jay Gulshen,"Smith, Jason",FALSE,MO,8,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025778,Kyle Jackson,"Bucshon, Larry",FALSE,IN,8,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025779,Lewis Myers,"Cardenas, Tony",FALSE,CA,29,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025780,Lucy Shaw,"Raskin, Jamie",FALSE,MD,8,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025781,Maeve Healy,"Meng, Grace",FALSE,NY,6,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025782,Megan Kanne,"Schakowsky, Janice",FALSE,IL,9,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025783,Nisha Thanawala,"Clarke, Yvette",FALSE,NY,9,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025784,Sean Dillon,"Huizenga, Bill",FALSE,MI,4,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025785,Steven Blattner,"Clarke, Yvette",FALSE,NY,9,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025786,Tom Van Flein,"Gosar, Paul",FALSE,AZ,9,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025787,Yardena Wolf,"Swalwell, Eric",FALSE,CA,14,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025788,Anna Lenhart,"Trahan, Lori",FALSE,MA,3,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025790,Chad Obermiller,"Bera, Ami",FALSE,CA,6,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025791,Waverly Gordon,"Pallone, Frank",FALSE,NJ,6,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025794,Brian Kaissi,"Krishnamoorthi, Raja",FALSE,IL,8,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025795,Chellie Pingree,"Pingree, Chellie",TRUE,ME,1,D,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025796,Dharamjeet Singh,"Meeks, Gregory",FALSE,NY,5,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025798,Flynn Rico-Johnson,"Matsui, Doris",FALSE,CA,7,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025799,Hope Goins,"Thompson, Bennie",FALSE,MS,2,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025800,James Tyler Grimm,"Jordan, Jim",FALSE,OH,4,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025801,John Cooper,"Matsui, Doris",FALSE,CA,7,D,2023,Original,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025802,Michelle Dorothy,"Houlahan, Chrissy",FALSE,PA,6,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025803,Rebecca Walldorff,"McBath, Lucy",FALSE,GA,7,D,2023,Original,2023-01-06,2023-01-09,4,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025804,Veronica Escobar,"Escobar, Veronica",TRUE,TX,16,D,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025806,Jefferson Willis,"Hern, Kevin",FALSE,OK,1,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025807,Kyle Bligen,"Vargas, Juan",FALSE,CA,52,D,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025809,Stephanie Bice,"Bice, Stephanie",TRUE,OK,5,R,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025810,Ella Yates,"Jordan, Jim",FALSE,OH,4,R,2023,Original,2023-01-05,2023-01-07,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025811,Mark Green,"Green, Mark",TRUE,TN,7,R,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025814,Claudia Tenney,"Tenney, Claudia",TRUE,NY,24,R,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025815,James A. Himes,"Himes, James",TRUE,CT,4,D,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025816,Michael R. Turner,"Turner, Michael",TRUE,OH,10,R,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025817,Donald Beyer,"Beyer, Donald",TRUE,VA,8,D,2023,Original,2023-01-12,2023-01-17,6,Association of Marshall Scholars,United Kingdom,international,NA
500025819,Johanna Montiel,"Carbajal, Salud",FALSE,CA,24,D,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025820,Elizabeth Fallon,"Emmer, Tom",FALSE,MN,6,R,2023,Original,2023-02-13,2023-02-15,3,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025822,Paige Hutchinson,"Allred, Colin",FALSE,TX,32,D,2023,Amendment,2023-01-06,2023-01-08,3,Consumer Technology Association,"Las Vegas, NV",domestic,NA
500025823,Paige Hutchinson,"Allred, Colin",FALSE,TX,32,D,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025824,Sofia Deiro,"Cole, Tom",FALSE,OK,4,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025826,Chip Roy,"Roy, Chip",TRUE,TX,21,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025827,Clarissa Robles,"Fletcher, Lizzie",FALSE,TX,7,D,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025828,Deena Tauster,"Garbarino, Andrew",FALSE,NY,2,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025829,H. Morgan Griffith,"Griffith, H. Morgan",TRUE,VA,9,R,2023,Original,2023-02-09,2023-02-10,2,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025830,Kristen Cianci,"Garbarino, Andrew",FALSE,NY,2,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025831,Lauren Toy,"Lee, Susie",FALSE,NV,3,D,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025832,Natalie Baldassarre,"Malliotakis, Nicole",FALSE,NY,11,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025833,Rachel Black,"Gonzales, Tony",FALSE,TX,23,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025834,Barry Moore,"Moore, Barry",TRUE,AL,2,R,2023,Original,2023-02-09,2023-02-13,5,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025835,Ben Cline,"Cline, Ben",TRUE,VA,6,R,2023,Original,2023-02-09,2023-02-11,3,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025836,Bob Good,"Good, Bob",TRUE,VA,5,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025838,Robert E. Latta,"Latta, Robert",TRUE,OH,5,R,2023,Original,2023-02-12,2023-02-13,2,Bipartisan Policy Center,"Chicago, IL",domestic,NA
500025839,Scott Perry,"Perry, Scott",TRUE,PA,10,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025840,Andy Biggs,"Biggs, Andy",TRUE,AZ,5,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025841,Warren Davidson,"Davidson, Warren",TRUE,OH,8,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025842,Alexander X. Mooney,"Mooney, Alexander",TRUE,WV,2,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025843,Andy Harris,"Harris, Andy",TRUE,MD,1,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025845,Graham Wise,"Rosendale, Matthew",FALSE,MT,2,R,2023,Original,2023-02-15,2023-02-17,3,American Accountability Foundation;Conservative Partnership Institute;Heritage Foundation,"Cambridge, MD",domestic,NA
500025846,Hannah King,"Harris, Andy",FALSE,MD,1,R,2023,Original,2023-02-15,2023-02-17,3,American Accountability Foundation;Conservative Partnership Institute;Heritage Foundation,"Cambridge, MD",domestic,NA
500025848,Matthew M. Rosendale Sr.,"Rosendale, Matthew",TRUE,MT,2,R,2023,Original,2023-02-09,2023-02-11,3,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025850,Paul A. Gosar,"Gosar, Paul",TRUE,AZ,9,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025851,Toni Davis,"Clyde, Andrew",FALSE,GA,9,R,2023,Original,2023-02-15,2023-02-17,3,American Accountability Foundation;Conservative Partnership Institute;Heritage Foundation,"Cambridge, MD",domestic,NA
500025852,Emily Ackerman,"Cole, Tom",FALSE,OK,4,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025853,Andy Ogles,"Ogles, Andrew",TRUE,TN,5,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025854,Eli Crane,"Crane, Elijah",TRUE,AZ,2,R,2023,Original,2023-02-09,2023-02-13,5,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025855,Annmarie Goyzueta,"Hayes, Jahana",FALSE,CT,5,D,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025856,Lauren Muglia,"Perry, Scott",FALSE,PA,10,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025857,Matthew Thompson,"Buck, Ken",FALSE,CO,4,R,2023,Original,2023-02-15,2023-02-17,3,American Accountability Foundation;Conservative Partnership Institute;Heritage Foundation,"Cambridge, MD",domestic,NA
500025858,Cameron Erickson,"Clyde, Andrew",FALSE,GA,9,R,2023,Original,2023-02-15,2023-02-17,3,American Accountability Foundation;Conservative Partnership Institute;Heritage Foundation,"Cambridge, MD",domestic,NA
500025861,Lauren Boebert,"Boebert, Lauren",TRUE,CO,3,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025867,AnnMarie Graham,"Mast, Brian",FALSE,FL,21,R,2023,Original,2023-02-13,2023-02-14,2,Global Women's Innovation Network,"Miami, FL",domestic,NA
500025870,Chris Stewart,"Stewart, Chris",TRUE,UT,2,R,2023,Original,2023-02-21,2023-02-23,3,Bipartisan Policy Center,"Honolulu, HI",domestic,NA
500025875,Jeanette Whitener,"Weber, Randy",FALSE,TX,14,R,2023,Original,2023-02-17,2023-02-26,10,U.S. Israel Education Association,Israel,international,NA
500025878,John P. Sarbanes,"Sarbanes, John",TRUE,MD,3,D,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025880,Julia Letlow,"Letlow, Julia",TRUE,LA,5,R,2023,Original,2023-02-21,2023-02-27,7,Us-qatar Business Council,Qatar,international,NA
500025882,Ken Buck,"Buck, Ken",TRUE,CO,4,R,2023,Original,2023-02-28,2023-03-03,4,Keystone Europe Limited,Belgium,international,NA
500025884,Lawrence Cohen,"Vargas, Juan",FALSE,CA,52,D,2023,Original,2023-02-17,2023-02-26,10,U.S. Israel Education Association,Israel,international,NA
500025885,Liam Anderson,"Stewart, Chris",FALSE,UT,2,R,2023,Original,2023-02-21,2023-02-23,3,Bipartisan Policy Center,"Honolulu, HI",domestic,NA
500025886,Mitchell Moonier,"Titus, Dina",FALSE,NV,1,D,2023,Original,2023-02-22,2023-02-23,2,Florida East Coast Industries,"Miami, FL",domestic,NA
500025887,Ralph Norman,"Norman, Ralph",TRUE,SC,5,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025890,Alexander X. Mooney,"Mooney, Alexander",TRUE,WV,2,R,2023,Original,2023-03-02,2023-03-04,3,Club For Growth,"West Palm Beach, FL",domestic,NA
500025902,Dan Newhouse,"Newhouse, Dan",TRUE,WA,4,R,2023,Original,2023-02-21,2023-02-27,7,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Japan; South Korea,international,NA
500025907,Frank Pallone,"Pallone, Frank",TRUE,NJ,6,D,2023,Original,2023-02-17,2023-02-25,9,Maureen And Mike Mansfield Foundation;Japan Economic Foundation,Japan and South Korea,international,NA
500025909,Jeffrey Hayden Haynes,"Johnson, Mike",FALSE,LA,4,R,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025910,Jenifer Megan Bel Miller,"Scalise, Steve",FALSE,LA,1,R,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025914,Margaret Reynolds,"Golden, Jared",FALSE,ME,2,D,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025915,Medha Surampudy,"Pallone, Frank",FALSE,NJ,6,D,2023,Original,2023-02-18,2023-02-23,6,National Democratic Institute,Moldova,international,NA
500025920,Steven Carlson,"Pappas, Chris",FALSE,NH,1,D,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025922,Thomas Moran,"Salazar, Maria",FALSE,FL,27,R,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025923,W. Stuart Burns,"Posey, Bill",FALSE,FL,8,R,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025926,Rebecca Walldorff,"McBath, Lucy",FALSE,GA,7,D,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025931,Adam Cloch,"Curtis, John",FALSE,UT,3,R,2023,Original,2023-03-02,2023-03-04,3,Conservative Partnership Institute,"Cambridge, MD",domestic,NA
500025932,Alexandria Ocasio-Cortez,"Ocasio-Cortez, Alexandria",TRUE,NY,14,D,2023,Original,2023-02-14,2023-02-26,13,Maureen And Mike Mansfield Foundation;Japan Economic Foundation,Japan; South Korea,international,NA
500025936,Beth Van Duyne,"Van Duyne, Beth",TRUE,TX,24,R,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025938,Darin LaHood,"LaHood, Darin",TRUE,IL,16,R,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025939,David Joyce,"Joyce, David",TRUE,OH,14,R,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025940,Donald Norcross,"Norcross, Donald",TRUE,NJ,1,D,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025941,Doug Lamborn,"Lamborn, Doug",TRUE,CO,5,R,2023,Original,2023-02-20,2023-02-25,6,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025942,Earl Blumenauer,"Blumenauer, Earl",TRUE,OR,3,D,2023,Original,2023-02-19,2023-02-25,7,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025943,J. French Hill,"Hill, J. French",TRUE,AR,2,R,2023,Original,2023-02-19,2023-02-26,8,Maureen And Mike Mansfield Foundation;Japan Economic Foundation,Japan; South Korea,international,NA
500025944,J. Correa,"Correa, J. Luis",TRUE,CA,46,D,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025945,Janice D. Schakowsky,"Schakowsky, Janice",TRUE,IL,9,D,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025946,James Baird,"Baird, James",TRUE,IN,4,R,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025947,John Curtis,"Curtis, John",TRUE,UT,3,R,2023,Original,2023-02-19,2023-02-26,8,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025950,Diana Harshbarger,"Harshbarger, Diana",TRUE,TN,1,R,2023,Original,2023-02-17,2023-02-26,10,U.S. Israel Education Association,Israel,international,NA
500025952,Kayla Williams,"Meeks, Gregory",FALSE,NY,5,D,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025953,Linda Sanchez,"Sanchez, Linda",TRUE,CA,38,D,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025954,Maeve Healy,"Meng, Grace",FALSE,NY,6,D,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025955,Maxwell Frost,"Frost, Maxwell",TRUE,FL,10,D,2023,Original,2023-02-18,2023-02-26,9,Maureen And Mike Mansfield Foundation;Japan Economic Foundation,Japan; South Korea,international,NA
500025959,Rick Larsen,"Larsen, Rick",TRUE,WA,2,D,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025960,Robin Kelly,"Kelly, Robin",TRUE,IL,2,D,2023,Original,2023-02-20,2023-02-25,6,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025961,Timothy Reitz,"Perry, Scott",FALSE,PA,10,R,2023,Original,2023-02-09,2023-02-12,4,Conservative Partnership Institute,"Orlando, FL",domestic,NA
500025963,Mark Takano,"Takano, Mark",TRUE,CA,39,D,2023,Original,2023-02-14,2023-02-26,13,Maureen And Mike Mansfield Foundation;Japan Economic Foundation,Japan,international,NA
500025970,Pete Sessions,"Sessions, Pete",TRUE,TX,17,R,2023,Original,2023-02-21,2023-02-25,5,Aspen Institute;Rockefeller Brothers Fund;Carnegie Corporation Of New York,Colombia,international,NA
500025973,Andrew Garcia,"Brecheen, Josh",FALSE,OK,2,R,2023,Original,2023-03-13,2023-03-15,3,Conservative Partnership Institute;Institute For Sound Public Policy;Center For Immigration Studies,"Cambridge, MD",domestic,NA
500025975,Grace Bellone,"Curtis, John",FALSE,UT,3,R,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500025976,Hannah Fraher,"Johnson, Mike",FALSE,LA,4,R,2023,Original,2023-03-13,2023-03-15,3,Conservative Partnership Institute;Institute For Sound Public Policy;Center For Immigration Studies,"Cambridge, MD",domestic,NA
500025977,John Wilson,"Gaetz, Matt",FALSE,FL,1,R,2023,Original,2023-03-13,2023-03-15,3,Conservative Partnership Institute;Institute For Sound Public Policy;Center For Immigration Studies,"Cambridge, MD",domestic,NA
500025980,Keanu Reynolds-Rivera,"Scanlon, Mary",FALSE,PA,5,D,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500025982,Mitchell Rivard,"Kildee, Daniel",FALSE,MI,8,D,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500025984,Nicola Hawatmeh,"McClain, Lisa",FALSE,MI,9,R,2023,Original,2023-02-18,2023-02-26,9,American Israel Education Foundation,Israel,international,NA
500025987,Rick Allen,"Allen, Rick",TRUE,GA,12,R,2023,Original,2023-02-17,2023-02-26,10,U.S. Israel Education Association,Israel,international,NA
500025988,Scott Peters,"Peters, Scott",TRUE,CA,50,D,2023,Original,2023-03-10,2023-03-12,3,American Enterprise Institute,"Sea Island, GA",domestic,NA
500025989,Shana Teehan,"Moore, Barry",FALSE,AL,2,R,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500025993,John Curtis,"Curtis, John",TRUE,UT,3,R,2023,Original,2023-03-06,2023-03-07,2,Aspen Institute,"Miami, FL",domestic,NA
500025995,Garrett Auzenne,"Jackson Lee, Sheila",FALSE,TX,18,D,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500025996,Bill Huizenga,"Huizenga, Bill",TRUE,MI,4,R,2023,Original,2023-03-16,2023-03-18,3,Republican MainStreet Partnership,"Las Vegas, NV",domestic,NA
500025998,Jihun Han,"Chavez-DeRemer, Lori",FALSE,OR,5,R,2023,Original,2023-03-16,2023-03-17,2,Republican MainStreet Partnership,"Las Vegas, NV",domestic,NA
500025999,Jimmy Panetta,"Panetta, Jimmy",TRUE,CA,19,D,2023,Original,2023-03-10,2023-03-12,3,American Enterprise Institute,"Sea Island, GA",domestic,NA
500026000,John Alan McQuinn,"Lofgren, Zoe",FALSE,CA,18,D,2023,Original,2023-03-16,2023-03-19,4,Third Way,"Austin, TX",domestic,NA
500026001,Julia Poirier,"Stevens, Haley",FALSE,MI,11,D,2023,Original,2023-03-16,2023-03-18,3,Third Way,"Austin, TX",domestic,NA
500026002,Koray Rosati,"Auchincloss, Jake",FALSE,MA,4,D,2023,Original,2023-03-16,2023-03-19,4,Third Way,"Austin, TX",domestic,NA
500026003,Leighton Huch,"Kuster, Ann",FALSE,NH,2,D,2023,Original,2023-03-16,2023-03-18,3,Third Way,"Austin, TX",domestic,NA
500026004,Lori DeRemer-Chavez,"Chavez-DeRemer, Lori",TRUE,OR,5,R,2023,Original,2023-03-16,2023-03-17,2,Republican MainStreet Partnership,"Las Vegas, NV",domestic,NA
500026005,Peter Karafotas,"Cicilline, David",FALSE,RI,1,D,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500026006,Rachel Hunter,"Craig, Angie",FALSE,MN,2,D,2023,Original,2023-03-16,2023-03-18,3,Third Way,"Austin, TX",domestic,NA
500026007,Sloan McDonagh,"Comer, James",FALSE,KY,1,R,2023,Original,2023-03-13,2023-03-15,3,Conservative Partnership Institute;Institute For Sound Public Policy;Center For Immigration Studies,"Cambridge, MD",domestic,NA
500026008,Tom Erb,"Peters, Scott",FALSE,CA,50,D,2023,Original,2023-03-16,2023-03-18,3,Third Way,"Austin, TX",domestic,NA
500026009,Trevor TenBrink,"Huizenga, Bill",FALSE,MI,4,R,2023,Original,2023-03-16,2023-03-18,3,Republican MainStreet Partnership,"Las Vegas, NV",domestic,NA
500026010,Troy Dougall,"Curtis, John",FALSE,UT,3,R,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500026012,Sam Kuebler,"Ferguson, A. Drew",FALSE,GA,3,R,2023,Original,2023-03-13,2023-03-14,2,Recording Industry Association Of America,"New York, NY",domestic,NA
500026020,Brian Fahey,"Guthrie, Brett",FALSE,KY,2,R,2023,Original,2023-03-15,2023-03-17,3,BioUtah,"Salt Lake City, UT",domestic,NA
